queue_id,claim_id,topic_category,label,target_platforms,search_queries,preferred_modalities,status,candidate_post_url,candidate_asset_path,review_notes
TRUE_QUEUE_000016,CLAIM_000016_TRUE,livelihood_economy,true_verified,other|youtube|x,柳州地震相关 官方 回应 民生; 柳州地震相关 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000017,CLAIM_000017_TRUE,livelihood_economy,true_verified,other|youtube|x,近日重庆渝中游轮码头电缆自燃 官方 回应 民生; 近日重庆渝中游轮码头电缆自燃 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000018,CLAIM_000018_TRUE,livelihood_economy,true_verified,other|youtube|x,湖北襄阳特大暴雨致道路及车辆被淹 官方 回应 民生; 湖北襄阳特大暴雨致道路及车辆被淹 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000019,CLAIM_000019_TRUE,livelihood_economy,true_verified,other|youtube|x,重庆江边游轮起火 官方 回应 民生; 重庆江边游轮起火 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000020,CLAIM_000020_TRUE,livelihood_economy,true_verified,other|youtube|x,深圳灵活就业社保被停保 官方 回应 民生; 深圳灵活就业社保被停保 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000021,CLAIM_000021_TRUE,livelihood_economy,true_verified,other|youtube|x,抓蜈蚣致失明事件 官方 回应 民生; 抓蜈蚣致失明事件 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000022,CLAIM_000022_TRUE,livelihood_economy,true_verified,other|youtube|x,5月1日起医院取消24小时值班 官方 回应 民生; 5月1日起医院取消24小时值班 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000023,CLAIM_000023_TRUE,livelihood_economy,true_verified,other|youtube|x,重庆铜梁地震引发灾情 官方 回应 民生; 重庆铜梁地震引发灾情 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000024,CLAIM_000024_TRUE,livelihood_economy,true_verified,other|youtube|x,河南许昌举办夏季马拉松 官方 回应 民生; 河南许昌举办夏季马拉松 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000025,CLAIM_000025_TRUE,livelihood_economy,true_verified,other|youtube|x,海南高温系厄尔尼诺作祟降水创历史新低传言 官方 回应 民生; 海南高温系厄尔尼诺作祟降水创历史新低传言 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000026,CLAIM_000026_TRUE,livelihood_economy,true_verified,other|youtube|x,深圳超大医院遇冷、八万床位空置 官方 回应 民生; 深圳超大医院遇冷、八万床位空置 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000027,CLAIM_000027_TRUE,livelihood_economy,true_verified,other|youtube|x,河南焦作两县合并成立新的县级市 官方 回应 民生; 河南焦作两县合并成立新的县级市 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000028,CLAIM_000028_TRUE,livelihood_economy,true_verified,other|youtube|x,张飞古道已经重开消息 官方 回应 民生; 张飞古道已经重开消息 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000029,CLAIM_000029_TRUE,livelihood_economy,true_verified,other|youtube|x,广西某地倡议清明节视频缅怀先人 官方 回应 民生; 广西某地倡议清明节视频缅怀先人 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000030,CLAIM_000030_TRUE,livelihood_economy,true_verified,other|youtube|x,梅姨照片 官方 回应 民生; 梅姨照片 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000031,CLAIM_000031_TRUE,industry_economy,true_verified,other|youtube|x,河南蒜薹滞销弃收 权威 发布 经济; 河南蒜薹滞销弃收 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 发布 经济 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000032,CLAIM_000032_TRUE,industry_economy,true_verified,other|youtube|x,5月银行存款计息出新规 权威 发布 经济; 5月银行存款计息出新规 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 发布 经济 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000033,CLAIM_000033_TRUE,industry_economy,true_verified,other|youtube|x,重庆万州惊现大型砂金矿 权威 发布 经济; 重庆万州惊现大型砂金矿 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 发布 经济 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000034,CLAIM_000034_TRUE,industry_economy,true_verified,other|youtube|x,收割未成熟小麦作青贮饲料 权威 发布 经济; 收割未成熟小麦作青贮饲料 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 发布 经济 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000035,CLAIM_000035_TRUE,industry_economy,true_verified,other|youtube|x,近日四川绵阳游仙区一厂房大火 权威 发布 经济; 近日四川绵阳游仙区一厂房大火 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 发布 经济 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000036,CLAIM_000036_TRUE,industry_economy,true_verified,other|youtube|x,环保新规导致鸡蛋涨价 权威 发布 经济; 环保新规导致鸡蛋涨价 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 发布 经济 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000037,CLAIM_000037_TRUE,industry_economy,true_verified,other|youtube|x,四川德阳千亩农业基地被查 权威 发布 经济; 四川德阳千亩农业基地被查 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 发布 经济 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000038,CLAIM_000038_TRUE,industry_economy,true_verified,other|youtube|x,库布其沙漠10万头黑猪让沙漠变绿洲 权威 发布 经济; 库布其沙漠10万头黑猪让沙漠变绿洲 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 发布 经济 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000039,CLAIM_000039_TRUE,technology_narrative,true_verified,other|youtube|x,天津突发8.8级地震 权威 科技 发布; 天津突发8.8级地震 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 科技 发布 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000040,CLAIM_000040_TRUE,technology_narrative,true_verified,other|youtube|x,多地试点开征新能源汽车里程税 权威 科技 发布; 多地试点开征新能源汽车里程税 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 科技 发布 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000041,CLAIM_000041_TRUE,technology_narrative,true_verified,other|youtube|x,假救护车非法转运 权威 科技 发布; 假救护车非法转运 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 科技 发布 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000042,CLAIM_000042_TRUE,technology_narrative,true_verified,other|youtube|x,中国女篮被刑拘 权威 科技 发布; 中国女篮被刑拘 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 科技 发布 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000043,CLAIM_000043_TRUE,technology_narrative,true_verified,other|youtube|x,珠峰安装电梯图文视频 权威 科技 发布; 珠峰安装电梯图文视频 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 科技 发布 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000044,CLAIM_000044_TRUE,technology_narrative,true_verified,other|youtube|x,无人快递车吵架 权威 科技 发布; 无人快递车吵架 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 科技 发布 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000045,CLAIM_000045_TRUE,technology_narrative,true_verified,other|youtube|x,大雁塔玄奘铜像长满青苔 权威 科技 发布; 大雁塔玄奘铜像长满青苔 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 科技 发布 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000046,CLAIM_000046_TRUE,industry_economy,true_verified,other|youtube|x,连云港海关查获46亿元稀土走私案 权威 发布 经济; 连云港海关查获46亿元稀土走私案 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 权威 发布 经济 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000047,CLAIM_000047_TRUE,livelihood_economy,true_verified,other|youtube|x,成都崇州6人遇害案件 官方 回应 民生; 成都崇州6人遇害案件 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000048,CLAIM_000048_TRUE,livelihood_economy,true_verified,other|youtube|x,山东日照观光列车意外冲入大海 官方 回应 民生; 山东日照观光列车意外冲入大海 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000049,CLAIM_000049_TRUE,livelihood_economy,true_verified,other|youtube|x,重庆荣昌发生4.8级地震 官方 回应 民生; 重庆荣昌发生4.8级地震 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
TRUE_QUEUE_000050,CLAIM_000050_TRUE,livelihood_economy,true_verified,other|youtube|x,129岁老夫妻相恋100年 官方 回应 民生; 129岁老夫妻相恋100年 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn; 官方 回应 民生 site:gov.cn OR site:xinhuanet.com OR site:people.com.cn OR site:cctv.com OR site:news.cn,authority_page+screenshot|title+thumbnail|post_text+image,todo,,,Find an authoritative same-topic true/verified item; do not accept without a real URL and visual asset.
